ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,COUNTY,CITY,STATUS1,STATUS2,STATUS3 BLOCK,Unnamed: 0,LOT,STATUS3,BLOCK
11001,87-15 TO 87-45,LITTLE NECK,PKWY,87-24 TO 87-48,256TH,ST,63,FLORAL PARK,MULTIPLE DWELLING A,GARDEN COMPLEX,8823,,26.0,,
11004,75-01 TO 75-99,254TH,ST,73-01 TO 75-99,255TH,ST,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D4O43,,1.0,,
11004,73-21,260TH,ST,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D4O46,,1.0,,
11004,73-35,260TH,ST,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/COND84O46,,1.0,,
11004,82-07 TO 82-63,268TH,ST,81-07 TO 81-39,268TH,ST,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D7O62,,1.0,,
11004,260-03,74TH,AVE,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D4O46,,1.0,,
11004,263-21,74TH,AVE,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D4O50,,1.0,,
11004,259-10,HILLSIDE,AVE,,,,63,FLORAL PARK,MULTIPLE DWELLING A,,8789,,31.0,,
11004,260-17,LANGSTON,AVE,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/COND84O43,,1.0,,
11004,260-31,LANGSTON,AVE,,,,63,GLEN OAKS,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,8443,,1.0,,
11004,264-20,LANGSTON,AVE,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/COND84O50,,1.0,,
11004,72-07,LITTLE NECK,PKWY,,,,63,GLEN OAKS,MULTIPLE DWELLING B,NON-EVICT COOP/CONDO,8442,,1.0,,
11004,72-75,LITTLE NECK,PKWY,,,,63,GLEN OAKS,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CON8D4O42,,1.0,,
11004,73-25,LITTLE NECK,PKWY,,,,63,GLEN OAKS,MULTIPLE DWELLING A,421-A (16),NON-EVICT COOP/COND84O40,,1.0,,
11005,269-10,GRAND CENTRAL,PKWY,,,,63,FLORAL PARK,MULTIPLE DWELLING A,421-A (1-15),NON-EVICT COOP/COND84O89,,1.0,,
11005,270-10,GRAND CENTRAL,PKWY,,,,63,FLORAL PARK,MULTIPLE DWELLING A,421-A (1-15),NON-EVICT COOP/COND84O89,,1.0,,
11005,271-10,GRAND CENTRAL,PKWY,,,,63,FLORAL PARK,MULTIPLE DWELLING A,421-A (1-15),NON-EVICT COOP/COND84O89,,1.0,,
11101,44-72 TO 44-80,11TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 51,,20.0,,
11101,46-09,11TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 55,,20.0,,
11101,47-02,11TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,46,,130.0,,
11101,47-38,11TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,45,,25.0,,
11101,44-44,21ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,447,,1.0,,
11101,44-73,21ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,78,,2.0,,
11101,44-74,21ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,52,,1.0,,
11101,45-05,21ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,77,,57.0,,
11101,49-02,21ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,62,,30.0,,
11101,41-15,23RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 413,,16.0,,
11101,39-23,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,395,,14.0,,
11101,39-25,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,395,,12.0,,
11101,39-31,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,395,,10.0,,
11101,39-44,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,394,,42.0,,
11101,41-21,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 414,,121.0,,
11101,41-22,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),413,,32.0,,
11101,41-29,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 414,,117.0,,
11101,41-42,24TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,413,,2.0,,
11101,42-20,24TH,ST,23-01,42ND,RD,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),425,,1.0,,
11101,37-15,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,369,,7.0,,
11101,39-46,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,396,,37.0,,
11101,41-32,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,415,,36.0,,
11101,42-10,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),423,,25.0,,
11101,42-16 TO 42-26,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 423,,29.0,,
11101,42-43,27TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,431,,12.0,,
11101,37-33,28TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,370,,1.0,,
11101,41-21,28TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,417,,3.0,,
11101,42-12,28TH,ST,42-15,27TH,ST,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15) 422,,7.0,,
11101,37-34,29TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,370,,7501.0,,
11101,38-06 TO 38-08,29TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,385,,17.0,,
11101,38-14,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,385,,20.0,,
11101,38-32,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,385,,28.0,,
11101,38-38,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,385,,30.0,,
11101,39-21,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,399,,12.0,,
11101,39-25,29TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,399,,10.0,,
11101,41-18,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,417,,28.0,,
11101,41-20,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,417,,30.0,,
11101,41-24,29TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,417,,32.0,,
11101,56-15 TO 56-27,2ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,ARTICLE 11,6,,7503.0,,
11101,37-05,30TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),372,,107.0,,
11101,38-11 TO 38-19,31ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,11.0,,382.0
11101,37-14,32ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,12.0,,373.0
11101,38-12,32ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,21.0,,382.0
11101,37-25,33RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,1.0,,375.0
11101,37-11,34TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,74.0,,655.0
11101,37-17,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,72.0,,655.0
11101,41-06,34TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,17.0,,674.0
11101,41-16,34TH,AVE,34-02,42ND,ST,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,18.0,,674.0
11101,42-07,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,5.0,,690.0
11101,42-15,34TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,1.0,,690.0
11101,43-01,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,8.0,,691.0
11101,43-03,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,,7.0,,691.0
11101,43-07,34TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,6.0,,691.0
11101,43-09,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,5.0,,691.0
11101,43-13,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,3.0,,691.0
11101,43-17,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,2.0,,691.0
11101,43-19,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,691.0
11101,44-01,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,3.0,,707.0
11101,44-15,34TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,707.0
11101,41-05,35TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,39.0,,674.0
11101,41-15,35TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,38.0,,674.0
11101,52-27,35TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,3.0,,304.0
11101,53-24,35TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,35.0,,297.0
11101,53-30,35TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,38.0,,297.0
11101,37-14 TO 37-18,36TH,ST,35-11,NORTHERN,BLVD,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,23.0,,377.0
11101,10-12,37TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,,,20.0,,360.0
11101,10-14,37TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,21.0,,360.0
11101,27-10,37TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),,,14.0,,369.0
11101,34-11,37TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,24.0,,645.0
11101,34-15,37TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,634.0
11101,34-25,37TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,19.0,,645.0
11101,47-29,37TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,19.0,,228.0
11101,47-31,37TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,18.0,,228.0
11101,48-50,37TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,66.0,,236.0
11101,24-16,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,13.0,,388.0
11101,25-10,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,17.0,,387.0
11101,25-11 TO 25-17,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,34.0,,368.0
11101,28-17,38TH,AVE,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,32.0,,370.0
11101,28-18,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,15.0,,385.0
11101,29-06,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,15.0,,384.0
11101,30-16,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,,,13.0,,383.0
11101,32-01,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,ROOMING HOUSE,,,3.0,,374.0
11101,33-01 TO 33-19,38TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,33.0,,375.0
11101,36-12,38TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,40.0,,637.0
11101,36-16,38TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING B,,,,42.0,,637.0
11101,48-50,38TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,18.0,,232.0
11101,50-35,38TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,8.0,,212.0
11101,27-08,39TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,14.0,,397.0
11101,27-14,39TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),,,17.0,,397.0
11101,29-05,39TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,384.0
11101,30-02 TO 30-18,39TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,208.0,,400.0
11101,13-09,40TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,693.0,,471.0
11101,24-16,40TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,26.0,,407.0
11101,25-05,40TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,2.0,,396.0
11101,29-17,40TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),,,34.0,,399.0
11101,23-01,41ST,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,7501.0,,408.0
11101,23-10,41ST,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,22.0,,413.0
11101,24-03,41ST,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,7.0,,407.0
11101,34-05,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,116.0,,674.0
11101,34-07,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,16.0,,674.0
11101,34-09,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,115.0,,674.0
11101,34-13,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,15.0,,674.0
11101,34-16,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,30.0,,673.0
11101,34-19,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,13.0,,674.0
11101,34-21,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,11.0,,674.0
11101,34-23,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,10.0,,674.0
11101,34-26,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,34.0,,673.0
11101,34-27,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,9.0,,674.0
11101,34-29,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,8.0,,674.0
11101,34-33,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,7.0,,674.0
11101,34-35,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,6.0,,674.0
11101,34-38,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,38.0,,673.0
11101,34-41,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,4.0,,674.0
11101,34-43,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,3.0,,674.0
11101,34-47,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,674.0
11101,34-49,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,42.0,,674.0
11101,34-50,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,42.0,,673.0
11101,34-51,41ST,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,41.0,,674.0
11101,34-55,41ST,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,40.0,,674.0
11101,3445,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,3.0,,675.0
11101,3450,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,35.0,,674.0
11101,27-03,42ND,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,1.0,421-A (1-15),422.0
11101,34-03,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,18.0,,675.0
11101,34-06,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,,,118.0,,674.0
11101,34-07,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,17.0,,675.0
11101,34-10,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,119.0,,674.0
11101,34-11,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,15.0,,675.0
11101,34-16,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,21.0,,674.0
11101,34-17,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,14.0,,675.0
11101,34-20,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,22.0,,674.0
11101,34-21,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,13.0,,675.0
11101,34-22,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,24.0,,674.0
11101,34-23,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,12.0,,675.0
11101,34-24,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,25.0,,674.0
11101,34-25,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,11.0,,675.0
11101,34-27,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,10.0,,675.0
11101,34-28,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,26.0,,674.0
11101,34-29,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,9.0,,675.0
11101,34-30,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,27.0,,674.0
11101,34-33,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,8.0,,675.0
11101,34-34,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,28.0,,674.0
11101,34-35,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,7.0,,675.0
11101,34-38,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,30.0,,674.0
11101,34-39,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,5.0,,675.0
11101,34-41,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,4.0,,675.0
11101,34-42,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,31.0,,674.0
11101,34-44,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,32.0,,674.0
11101,34-47,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,1.0,,675.0
11101,34-48,42ND,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,34.0,,674.0
11101,34-49,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,59.0,,675.0
11101,34-51,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,58.0,,675.0
11101,34-55,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,57.0,,675.0
11101,34-56,42ND,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,37.0,,674.0
11101,34-06,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,21.0,,675.0
11101,34-08,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,22.0,,675.0
11101,34-11,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,56.0,,703.0
11101,34-14,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,26.0,,675.0
11101,34-16,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,27.0,,675.0
11101,34-18,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,28.0,,675.0
11101,34-20,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,40.0,,675.0
11101,34-23,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING B,,,,21.0,,703.0
11101,34-27,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING B,,,,20.0,,703.0
11101,34-28,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,42.0,,675.0
11101,34-29,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,19.0,,703.0
11101,34-30,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,43.0,,675.0
11101,34-31,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,18.0,,703.0
11101,34-36,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,45.0,,675.0
11101,34-38,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,46.0,,675.0
11101,34-40,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,48.0,,675.0
11101,34-44,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,49.0,,675.0
11101,34-46,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,51.0,,675.0
11101,34-50,43RD,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,52.0,,675.0
11101,34-52,43RD,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,53.0,,675.0
11101,11-34,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,33.0,,52.0
11101,11-36,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,35.0,,52.0
11101,11-38,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,GARDEN COMPLEX,,,36.0,,52.0
11101,11-40,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,38.0,,52.0
11101,11-42,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,39.0,,52.0
11101,11-44,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,41.0,,52.0
11101,11-46,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,42.0,,52.0
11101,11-53,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,ROOMING HOUSE,,,3.0,,447.0
11101,21-59,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (16),,,1.0,,438.0
11101,27-19,44TH,DR,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,8.0,,268.0
11101,34-12,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,131.0,,703.0
11101,34-14,44TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,132.0,,703.0
11101,34-18,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,33.0,,703.0
11101,34-20,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,34.0,,703.0
11101,34-22,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,35.0,,703.0
11101,34-30,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,38.0,,703.0
11101,34-32,44TH,ST,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,39.0,,703.0
11101,2117,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,ROOMING HOUSE,,,9.0,,78.0
11101,11-43,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,7.0,,52.0
11101,11-47,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,5.0,,52.0
11101,11-55,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,,,1.0,,52.0
11101,11-15,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,17.0,,52.0
11101,21-03,45TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,77.0
11101,21-03,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,1.0,,78.0
11101,21-06,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,55.0,,77.0
11101,21-23,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,ROOMING HOUSE,,,11.0,,78.0
11101,21-34,45TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,36.0,,76.0
11101,21-48,45TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,36.0,,77.0
11101,34-06,45TH,ST,,,,63,ASTORIA,MULTIPLE DWELLING A,,,,27.0,,704.0
11101,11-14,46TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,29.0,,55.0
11101,11-15,46TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,17.0,,55.0
11101,11-24,46TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,33.0,,55.0
11101,11-25,46TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,13.0,,55.0
11101,21-03,46TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,421-A (1-15),,,1.0,,76.0
11101,21-21,46TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,10.0,,76.0
11101,5-34,47TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,39.0,,30.0
11101,5-36,47TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,39.0,,29.0
11101,10-38,47TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,34.0,,45.0
11101,5-43,47TH,RD,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING B,,,,7.0,,29.0
11101,5-43,47TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,7.0,,28.0
11101,10-43,47TH,AVE,,,,63,LONG ISLAND CITY,MULTIPLE DWELLING A,,,,17.0,,47.0
