ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,COUNTY,CITY,STATUS1,STATUS2,STATUS3,BLOCK,LOT,STATUS3 BLOCK,Unnamed: 0,STREET2 STSUFX2
10001,246,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,3.0,,,
10001,299,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,31.0,,,
10001,301,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,32.0,,,
10001,303,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,304,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,305,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,306,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,307,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,308,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,309,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,699.0,33.0,,,
10001,440,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732.0,73.0,,,
10001,442,10TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732.0,72.0,,,
10001,311,11TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,675.0,12.0,,,
10001,312,11TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,62.0,,,
10001,320,11TH,AVE,545 TO 577,W 30TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,702.0,7502.0,,,
10001,800,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,829.0,1.0,,,
10001,801,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,829.0,1.0,,,
10001,802,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,829.0,1.0,,,
10001,819,6TH,AVE,819,AVENUE OF THE AMERICAS,,62,NEW YORK,MULTIPLE DWELLING B,,,804.0,36.0,,,
10001,835,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,836,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,837,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,838,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,839,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,840,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,841,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,842,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,843,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,844,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,845,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,846,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,847,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,848,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,849,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,850,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,851,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,805.0,7502.0,,,
10001,855,6TH,AVE,100,W 31ST,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,806.0,7502.0,,,
10001,883,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7502.0,,,
10001,884,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7502.0,,,
10001,885,6TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7502.0,,,
10001,315,7TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803.0,7501.0,,,
10001,288,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774.0,86.0,,,
10001,328,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,4.0,,,
10001,330,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,4.0,,,
10001,368,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,,,778.0,3.0,,,
10001,370,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,778.0,75.0,,,
10001,402,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,1.0,,,
10001,404,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,2.0,,,
10001,481,8TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,758.0,37.0,,,
10001,235,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,40.0,,,
10001,237,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,41.0,,,
10001,239,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,42.0,,,
10001,413,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,40.0,,,
10001,415,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,41.0,,,
10001,416,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,41.0,,,
10001,417,9TH,AVE,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,41.0,,,
10001,1186,BROADWAY,,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,830.0,54.0,,,
10001,1234,BROADWAY,,38,W 31ST,ST,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,832.0,66.0,,,
10001,226,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774.0,55.0,,,
10001,228,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774.0,56.0,,,
10001,231,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,775.0,17.0,,,
10001,245,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,775.0,9.0,,,
10001,270,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,774.0,76.0,,,
10001,401,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,723.0,7502.0,,,
10001,412,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,48.0,,,
10001,416,W 25TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,722.0,50.0,,,
10001,127,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802.0,22.0,,,
10001,135,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,802.0,19.0,,,
10001,200,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775.0,44.0,,,
10001,220,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775.0,46.0,,,
10001,229,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,20.0,,,
10001,247,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,11.0,,,
10001,249,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,10.0,,,
10001,251,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,9.0,,,
10001,260,W 26TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,775.0,7502.0,,,
10001,12,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,828.0,56.0,,,
10001,26,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,828.0,63.0,,,
10001,29,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,829.0,20.0,,,
10001,39,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,829.0,14.0,,,
10001,43,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,,,,,
10001,100,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802.0,45.0,,,
10001,144,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,802.0,7501.0,,,
10001,154,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,802.0,71.0,,,
10001,260,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,776.0,69.0,,,
10001,537,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,538,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,539,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,540,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,541,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,542,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,543,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,544,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,545,W 27TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,699.0,9.0,,,
10001,136,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,803.0,60.0,,,
10001,139,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,804.0,15.0,,,
10001,146,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803.0,65.0,,,
10001,147,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803.0,65.0,,,
10001,148,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,803.0,65.0,,,
10001,211,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,778.0,33.0,,,
10001,225,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,25.0,,,
10001,241,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,242,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,243,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,244,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,245,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,246,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,247,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,778.0,18.0,,,
10001,501,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,700.0,29.0,,,
10001,507,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,508,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,509,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,510,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,511,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,512,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,513,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,514,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,515,W 28TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,27.0,,,
10001,525,W 28TH,ST,282.0,11TH,AVE,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,700.0,9.0,,,
10001,14,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,830.0,53.0,,,
10001,211,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779.0,31.0,,,
10001,212,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779.0,31.0,,,
10001,213,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779.0,31.0,,,
10001,221,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,779.0,27.0,,,
10001,231,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,779.0,17.0,,,
10001,257,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,779.0,7.0,,,
10001,301,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,35.0,,,
10001,309,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,31.0,,,
10001,311,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,30.0,,,
10001,317,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,26.0,,,
10001,319,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,26.0,,,
10001,321,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,24.0,,,
10001,322,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,24.0,,,
10001,323,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,24.0,,,
10001,333,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,753.0,19.0,,,
10001,335,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,18.0,,,
10001,347,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,12.0,,,
10001,349,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,11.0,,,
10001,351,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE,,753.0,10.0,,,
10001,501,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,701.0,35.0,,,
10001,508,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,700.0,40.0,,,
10001,529,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,530,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,531,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,532,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,533,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,534,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,535,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,536,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,537,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,538,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,539,W 29TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),701.0,7501.0,,,
10001,1,W 30TH,ST,284.0,5TH,AVE,62,NEW YORK,MULTIPLE DWELLING A,,,832.0,39.0,,,
10001,24,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,831.0,53.0,,,
10001,208,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779.0,49.0,,,
10001,209,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779.0,49.0,,,
10001,210,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779.0,49.0,,,
10001,211,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779.0,49.0,,,
10001,212,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,779.0,49.0,,,
10001,251,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,10.0,,,
10001,252,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,10.0,,,
10001,253,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,10.0,,,
10001,254,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,10.0,,,
10001,255,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,780.0,10.0,,,
10001,308,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,48.0,,,
10001,315,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,30.0,,,
10001,317,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,29.0,,,
10001,319,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,28.0,,,
10001,320,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,51.0,,,
10001,323,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,26.0,,,
10001,325,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,25.0,,,
10001,326,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,327,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,328,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,329,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,330,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,331,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,332,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,333,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,334,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,335,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,336,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,337,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,338,W 30TH,ST,329.0,W 29TH,ST,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),ARTICLE 11,753.0,56.0,,,
10001,327,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,21.0,,,
10001,341,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,,,754.0,18.0,,,
10001,342,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,65.0,,,
10001,346,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,67.0,,,
10001,350,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,753.0,69.0,,,
10001,353,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,754.0,12.0,,,
10001,363,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,1.0,,,
10001,364,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,1.0,,,
10001,365,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,1.0,,,
10001,366,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,1.0,,,
10001,367,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,754.0,1.0,,,
10001,366,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,GARDEN COMPLEX,,753.0,77.0,,,
10001,500,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,42.0,,,
10001,518,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,519,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,520,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,521,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,522,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,523,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,524,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,525,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,526,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,527,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,528,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,529,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,530,W 30TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,701.0,16.0,,,
10001,4,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING B,HOTEL,,832.0,49.0,,,
10001,9,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,833.0,7502.0,,,
10001,125,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7501.0,,,
10001,126,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7501.0,,,
10001,127,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,807.0,7501.0,,,
10001,435,W 31ST,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (16),,729.0,50.0,,,
10001,9,W 32ND,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,834.0,35.0,,,
10001,35,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835.0,15.0,,,
10001,36,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835.0,15.0,,,
10001,37,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835.0,15.0,,,
10001,38,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835.0,15.0,,,
10001,39,W 33RD,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,421-A (1-15),,835.0,15.0,,,
10001,50,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,835.0,1.0,,,
10001,408,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,731.0,50.0,,,
10001,426,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,427,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,428,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,429,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,430,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,431,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,432,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,731.0,60.0,,,
10001,433,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,732.0,16.0,,,
10001,440,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,,731.0,65.0,,,
10001,455,W 34TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,732.0,7.0,,,
10001,53,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,837.0,12.0,,,
10001,54,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,837.0,12.0,,,
10001,55,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,837.0,12.0,,,
10001,327,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759.0,25.0,,,
10001,329,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759.0,24.0,,,
10001,331,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759.0,23.0,,,
10001,367,W 35TH,ST,,,,62,NEW YORK,MULTIPLE DWELLING A,,,759.0,7.0,,,
